prune_mutation_chance	hoist_mutation_chance	grow_leaf_mutation_chance	grow_root_mutation_chance	simplify_chance	n	mutation_children	crossover_children	error
0.23306005394321144	0.26532182776973695	0.025564506490402927	0.3216416089482865	0.7058284274886755	30	2	2	0.01599729143776433
0.3031766559470068	0.07495803367187946	0.2721833975141721	0.10136923136641081	0.35106846057466856	130	3	1	0.015998028501373315
0.2403654504105637	0.08514564203607021	0.26570013344911	0.39173412327425877	0.449399615864453	50	3	3	0.01602326245964053
0.09720806864073771	0.35470959444031747	0.17941647372743044	0.106150338649908	0.49403467910717525	80	3	5	0.016056757429668084
0.18282637780360217	0.1941594875253204	0.08098989728538039	0.31733677160651225	0.4799317645597617	80	5	1	0.016070900503159208
0.23301078768637812	0.3181213961934326	0.07151965958358081	0.14716764753537312	0.13856563495931917	130	3	3	0.016072818907772155
0.14212842178811663	0.24228608285315462	0.0880185078937601	0.3030084857781236	0.020345797774354524	80	5	1	0.016093894393219545
0.19158926685780292	0.21192379432064004	0.1653100532519606	0.1285507593665267	0.025666548264228206	30	3	3	0.016121874354503744
0.29428342606526314	0.14928503674339086	0.23157626175749288	0.2662478506145023	0.13946436843419574	130	1	5	0.01615252470918316
0.037292943665188406	0.09078407498213031	0.14861491697106355	0.502209985570082	0.7735091065026476	80	2	3	0.016178265273499498
0.44903617399447876	0.05529358156591726	0.15531042090161756	0.3094378717496175	0.7223694862894933	20	2	5	0.016221425735805983
0.20827090514863583	0.26906085451717887	0.1211455923442417	0.22110261100593548	0.6174050474978059	130	1	3	0.01622951519160385
0.13903187664016156	0.27013895901178664	0.22345961059639	0.16358527502197032	0.7523163560031157	80	5	3	0.016240409154229234
0.1646035462549135	0.11418240830562652	0.33524932759105514	0.17612378776231832	0.5512591967494214	50	5	2	0.01624611286432414
0.2109530825848069	0.05468264411743546	0.00852311243261839	0.20851790309851426	0.19819667506990324	20	2	5	0.016246933928400493
0.28667501891096914	0.29911922756267106	0.20772803833884593	0.03485807352593193	0.7112651538402737	130	2	2	0.016272032513224174
0.030487539138958915	0.27639886364806543	0.522907786968831	0.006525376116493714	0.5221625526743706	130	3	1	0.016274820053949514
0.03195959517845795	0.02255371777163124	0.4570617492220882	0.06410993959895743	0.3622232077133738	50	2	2	0.01628443262451613
0.1818974958769917	0.07746258541611815	0.18308110030702582	0.2735759377829122	0.838643239517783	130	2	5	0.016308221172919402
0.31055317185066306	0.31726384925256773	0.043328003457703754	0.1647644905461315	0.008463037282164021	50	3	5	0.016319618560310944
0.20721731119433862	0.16289164823424768	0.28641022369579916	0.2506442014554062	0.04602800205838864	50	3	5	0.01632039366042367
0.2145179153407543	0.2348035656406926	0.11038307127243574	0.2187052130040274	0.23611120578921918	130	2	3	0.01632536386034727
0.2199243664015102	0.2590937475450669	0.12624412430689058	0.21411593602014062	0.5982952126037382	30	3	5	0.016346713640279963
0.29574488651368463	0.05915595001998997	0.4177033005401852	0.08921717076631375	0.3827765436350786	20	3	2	0.01636152448769098
0.3165690795236331	0.029879784992333232	0.22196607264227022	0.09294276362473278	0.08786509401753417	80	3	5	0.016393602831483597
0.010797068711377608	0.29987059922059817	0.22378696352676156	0.2683807468497551	0.41668231575807313	50	5	3	0.01639458358193715
0.33882505954881453	0.31802434385932477	0.11346617469968581	0.03140795856751044	0.18077660590860023	30	5	1	0.016409079858244146
0.16722534767010958	0.1274871841805166	0.3707427317615083	0.31464199160730694	0.4746715972624307	20	1	2	0.01642816534891246
0.22015430416187756	0.19187186857993574	0.1546114073885643	0.19606136309431949	0.7762045162040377	30	1	5	0.016433102000787035
0.22598275184659553	0.2278454199368989	0.2126952608183775	0.15359482844386083	0.33623275100902916	80	3	2	0.016453833783282464
0.19751197423705397	0.08100462200211003	0.027350006660382484	0.3481276050257794	0.5515613125532609	130	2	3	0.016468808070263796
0.401616117235957	0.02469513955581832	0.3528808951810915	0.1646903540692418	0.4352818495639895	80	2	2	0.016484075889869262
0.14473198859325195	0.2550945842489184	0.04715838597288015	0.10785626386422296	0.3778963886409037	80	1	2	0.016490676914499992
0.3837560342132336	0.017360316428547892	0.1370762945567081	0.3256594784469603	0.9402512216485402	80	3	5	0.016495547769887535
0.20123953374575715	0.11608112095975949	0.16131233638038872	0.31599042937297883	0.6638071815066288	130	3	2	0.01653528917138248
0.019868838718753883	0.2752540481891675	0.00901390729515647	0.23998397966186016	0.29024680692058136	80	5	1	0.016535687437743904
0.38420060492237046	0.060273361483772686	0.03616074322825796	0.3119868749188147	0.4356679008537778	30	3	5	0.016543580502929717
0.17075181707266188	0.16678283033386382	0.26587967790433104	0.2794805465976032	0.5450011915983036	130	1	1	0.016558278228906508
0.13038976087314458	0.18244598361770106	0.1645895072092033	0.2988028399275229	0.874349619609571	30	2	1	0.016566737141364515
0.023119107706747792	0.16962480649265968	0.6962732516224088	0.09633245176905082	0.9512169504443939	20	1	1	0.016569921513159405
0.4143247414569866	0.3263925461876723	0.047490376974383304	0.10091758144069751	0.42132371646864764	30	2	5	0.01657189119149784
0.3287370415883752	0.1103472198000501	0.1520069765151772	0.15601534687968027	0.4298860705018672	80	3	1	0.01657189119149784
0.031071687997546445	0.3131673871528216	0.3721465594145875	0.08670153284481409	0.9543384766141204	30	1	1	0.016583825968621166
0.14564697532028587	0.05979935603473782	0.2959998297806635	0.27408669740306757	0.8356698611881198	20	5	1	0.01659210531824806
0.14686038760484732	0.2908499750526502	0.13985925397798188	0.16119066569464183	0.5536737425539718	50	1	1	0.01659210531824806
0.2709284326668587	0.29478666981761115	0.11425926769725274	0.2243029822435722	0.14354527393893557	30	5	1	0.016611824027448593
0.2411326727796787	0.15785800050265167	0.09300199078973115	0.284493703513479	0.017108391345010743	80	2	5	0.016614963902366234
0.16858534143919324	0.11287874535818133	0.29776479163319175	0.09776047997204165	0.7079997358924534	50	5	2	0.016659792812502634
0.1838017687284543	0.22261939740701098	0.2941453689910391	0.2411680385964593	0.682300739890172	20	2	3	0.016673864049007982
0.19543635851910782	0.01775377191043811	0.34896472507104137	0.3526974729336003	0.26769967010040596	20	2	1	0.016683238613845155
0.16959273382029025	0.20603517049296713	0.20857680294128117	0.1957784095734876	0.14342530674303022	130	2	3	0.016685338127301434
0.28781561573042463	0.07403134198061244	0.3279514834835888	0.1718603312895508	0.6171646774684565	30	2	5	0.016707867196966642
0.2937662793345255	0.041947843716023614	0.2483443992894334	0.12825043974859712	0.9266782583505573	30	2	3	0.016735817543510282
0.18827858471608228	0.12419429740670546	0.0067313976612621736	0.5056108043105886	0.0006954578022455582	30	3	2	0.016738262792070607
0.08563241729455835	0.12189188020570331	0.3209332344462984	0.3036147789972982	0.9970647714563643	30	5	5	0.01673941804473205
0.2894575162029751	0.050290932376954756	0.2778681939114619	0.05324990991993658	0.34132196926452885	20	2	3	0.01674706519696544
0.22681460820040322	0.1922309068945857	0.1703035254924877	0.24153275217951345	0.3762672724489218	80	5	2	0.016756116960769608
0.22232860764167606	0.24098213508612598	0.1315657399755342	0.17640183293491513	0.1583374805438802	130	1	3	0.01676860173084853
0.37424628654972586	0.06784267812689529	0.21565692677553217	0.21854322655740813	0.3108615186332474	50	2	5	0.01677708407645277
0.23642811017277496	0.22588269889973164	0.25001715517881373	0.26942377244955473	0.11704217430320063	80	2	3	0.01678533473682409
0.13230530358320652	0.3261431367878022	0.2845293903032836	0.14226128530307341	0.5447050199499618	50	3	2	0.016817666228264378
0.48924042485826325	0.10110117269915994	0.02291482671121429	0.1441513316658367	0.6191430401751242	80	2	5	0.016820271113711194
0.3427176280908023	0.12565156883140818	0.22836387535207067	0.17441433393955474	0.6899823814441232	50	2	3	0.016822576502949927
0.05465983601069347	0.010479942484803795	0.035683397124233684	0.7118963208882132	0.5467941209192568	30	2	3	0.016824325662642213
0.07720408060498953	0.38469030613616273	0.3782938833784788	0.021500881741082882	0.6739068008948205	20	5	3	0.01683225498167647
0.15514983195578969	0.23918542998448467	0.18908989601693588	0.1762803529805755	0.36692586629041657	50	3	5	0.0168332083325816
0.26264825809958825	0.2508493981232428	0.15593240943292386	0.14555300456303358	0.749739756298438	130	2	2	0.016833851407192565
0.15810956040128413	0.1692109805509221	0.1511165181953271	0.24280769945434805	0.6538034309738264	50	5	1	0.016843635678192984
0.04440282603408948	0.17170580492953177	0.33025630568092434	0.2703794184403015	0.10450403950965814	130	5	5	0.016860449326953696
0.18998715807921404	0.21390647612268568	0.1828978213715664	0.1912606061676294	0.753289295560407	130	2	2	0.016868424580684483
0.17165493598299242	0.24684809875036065	0.18525935884700767	0.3864724380515119	0.45847202630249684	80	3	2	0.01687289636742005
0.15324612974363935	0.2625593973459741	0.10121540760828861	0.1649244736367066	0.3113387977541957	30	3	3	0.01687420666414758
0.0035536300045438925	0.33777778823437254	0.21970246274045419	0.37934854302509685	0.8936443523798068	130	5	1	0.0169061368910188
0.03930206101783323	0.19805957902725893	0.4387974110449398	0.3130202435904263	0.7306830144702605	130	2	2	0.016916629296758075
0.21011124537958784	0.19628249935931735	0.1828842084099906	0.15310924456474728	0.12067570874467715	50	1	2	0.016922390256795275
0.1510196367303945	0.3885528561788853	0.2609905583745052	0.07867893065846056	0.9610461337047268	50	1	2	0.016925734171501915
0.3250423531790335	0.0807304421453631	0.16221773447954968	0.28365045569522185	0.273222716324487	130	3	2	0.01694652408912849
0.39162983532618	0.12207547020881765	0.1309047967539205	0.14477030010263836	0.49029436125311054	50	2	5	0.016950454132688166
0.058083089967740524	0.238182819484944	0.20895121138251316	0.09258926588533108	0.6012839546012217	50	5	3	0.01696443214559713
0.17174239451048517	0.22915552071378778	0.07964390760396578	0.2591439825053618	0.955116312196863	30	3	2	0.01697007631668391
0.401149659226703	0.14926536839473695	0.16224079656784893	0.18894890739644776	0.7886281242208785	80	1	5	0.01701453978351097
0.17265211936456967	0.19998049376361754	0.23544356441162395	0.17140206993712068	0.5495237309444229	30	1	3	0.017015437783110748
0.1286781024722683	0.05462613804317966	0.3682753728579315	0.2359477746989509	0.20170142534446178	20	1	1	0.017035282547194993
0.01919147970840413	0.2085057566829065	0.2618614255767343	0.25452869967153774	0.8222117341370958	30	5	1	0.017049362731398364
0.27922090767910845	0.295114058464181	0.07488467252759237	0.2924122178259488	0.5920598526841542	80	3	5	0.017052039163047716
0.14446952917262704	0.07679978907050178	0.2959751084907393	0.3590030162483889	0.27895590665906234	80	2	5	0.01705230069499886
0.025376346959407416	0.34078918760823124	0.04831824192081468	0.35639503247808996	0.05303545691286338	50	2	5	0.017059631976311995
0.25297981844106887	0.05261186627977268	0.2531580694670515	0.29185705136843776	0.08440190160576633	20	5	5	0.017060599006557924
0.09247508635152497	0.3579903011219822	0.19615499416878227	0.0295149702657179	0.5344907192170102	20	2	2	0.017065934468668775
0.30910293283621926	0.21140952868997218	0.14001404663833647	0.26987351764772527	0.45890253002918335	30	5	2	0.01706800149638032
0.3555688732756157	0.08945165209746501	0.25521024479597365	0.18031875587039028	0.1912247477495721	80	2	5	0.017140464802605414
0.0403550469861527	0.119354882746195	0.3108772863171573	0.15673703142761503	0.09740550572315865	50	3	2	0.017146982382154015
0.2756194282287763	0.11135693238816642	0.14623186694125104	0.2130433205990019	0.052545193163889725	30	3	5	0.017161687302177393
0.13883720656608425	0.24313963308780562	0.1054411380227783	0.25120482586990106	0.02845035598365908	130	5	2	0.017172789065274176
0.1317230752262358	0.2084684215145431	0.3887836503138958	0.2204247484598886	0.5040914040192876	30	1	3	0.01718748038527475
0.39585767450355114	0.12703317274265002	0.271727491656547	0.15138593206902873	0.5659156745986118	30	2	3	0.017193835717247193
0.014866405418265095	0.228338547845648	0.38698189414066975	0.0093833760972611	0.9889205934894255	20	3	5	0.017204050291088905
0.0069672562079828235	0.44215455222100475	0.08317450503840837	0.3159342200433495	0.48035318034652597	30	3	2	0.01720987177558631
0.22379465884258537	0.23186556218747664	0.0398222219078482	0.2610795928476761	0.8282758608150633	50	5	5	0.01722662297355622
0.12662122311521182	0.08141999353203969	0.4093336222805149	0.12146545253281744	0.24801904755097237	20	3	1	0.017234422817356612
0.2401029379406579	0.3496680859234061	0.11788111636258	0.06628402132132033	0.5764003541641581	30	1	2	0.017265313946958516
0.29630265001163403	0.02240434386321835	0.013010321377267299	0.5380352407934161	0.2916027453820673	130	2	2	0.01727589003197602
0.09408673760427692	0.21205976416883418	0.26427394331394916	0.15290665986116633	0.8546820396704038	80	2	5	0.017290700626223444
0.2401382646012268	0.3134459854226182	0.17577310917757277	0.16063197587763936	0.9383048286227947	80	1	1	0.017294721467623782
0.22416265962206605	0.2398205732233075	0.2506075217956839	0.11523348726695112	0.11164328756908215	50	2	2	0.017295661003113697
0.039589759475473656	0.1250115232707599	0.3918726119662636	0.19226687242865398	0.12094280187613726	80	5	1	0.017310678379236936
0.14664070141659105	0.1211136246320311	0.2225549913209846	0.20430461382827955	0.8963266297971185	50	3	5	0.017328016692412664
0.3888361656072058	0.1643024378512269	0.03641114000719145	0.27313498977464584	0.5787576282500965	30	1	5	0.017334512962991624
0.2624317296483376	0.12364477299855137	0.23349241318459452	0.12573245300238758	0.34926640886251725	80	3	1	0.01733714140935035
0.012504784516491105	0.44860951296268253	0.0062918994868776884	0.150919588648879	0.8138775143535901	30	2	5	0.017339789531598405
0.48707401782219	0.04017497638396746	0.09112298283818535	0.23115640407200794	0.8266883897580987	80	5	5	0.01734098857401062
0.307483208221293	0.279264952546456	0.23443515362034806	0.07290928823544293	0.7138106236242713	20	2	1	0.01736114598561458
0.051860774917420784	0.16196188391361643	0.27441236949211356	0.2511749142750398	0.43351443489540376	20	1	1	0.017374402107273253
0.21873088879296548	0.20137390054640758	0.16831615033306985	0.2564227477757027	0.2043606794122792	20	3	2	0.017408756175059752
0.14781796434697106	0.15443098575527797	0.26880688588532303	0.20352084009270882	0.3328199574591031	130	1	5	0.01742761223711216
0.17980148833677467	0.3584820786228056	0.34049316272133406	0.052199324817074205	0.5183250587545212	30	5	2	0.017452928086896514
0.2272709072736401	0.18215308517353038	0.13266444586693613	0.2238847318845509	0.37000371556362555	130	2	1	0.017474501982759943
0.12545924974339318	0.3499803853372413	0.12721944365232055	0.061509774055369046	0.6294575375401396	30	5	2	0.017483320827726096
0.2147267442055669	0.28319131025599376	0.0387203103423452	0.3326579456857971	0.5952789591826518	20	5	3	0.017485489172171
0.1847881895967759	0.11000632871392245	0.22439864045292884	0.21245112453173304	0.9574353295150199	50	2	5	0.01749545134163407
0.24168986456843852	0.3156891879295987	0.06898026654663207	0.01686428444809188	0.6398405757470733	80	3	2	0.01751263956519998
0.1233023251760505	0.12344328853247181	0.07026234106357235	0.3528318662225164	0.513646563362172	80	5	3	0.017528090770481942
0.13551487859483774	0.10631963857739778	0.2318512847675527	0.1997476319439069	0.4772952109778934	20	5	5	0.01752984956611855
0.09885263128884275	0.3056789664128673	0.3446316643662755	0.23563867914098538	0.18129796927087694	20	2	2	0.017537096951205602
0.23895975187296828	0.2845526564591599	0.17331439491586087	0.07661382105020936	0.37596821943549774	20	3	1	0.017545891136977156
0.10415841040191964	0.21211318030668014	0.3324599183532634	0.1841482371052227	0.16072185547901308	50	2	5	0.017550333800829213
0.17269675970518758	0.2540799243623505	0.16014983780467126	0.28520463107368754	0.7856012556534472	130	3	1	0.01755069048097875
0.2159203127977076	0.26311156720511947	0.2367023626107572	0.031132067485517063	0.28998020503330035	20	1	3	0.017558511654465408
0.37318212357528663	0.3659575018356906	0.012345421537364194	0.24058869942549949	0.011141260208384463	30	5	2	0.01757326798790581
0.19055092414585306	0.006303692231082987	0.03564284041583849	0.3871331908583018	0.5306458890227402	80	1	5	0.017584828753158234
0.05915017854835513	0.24555851168932621	0.2438120670938364	0.17691275363995002	0.231638249004122	20	5	3	0.017593271737659327
0.05061039438247689	0.20358840214091295	0.10911389519804603	0.34432429721023317	0.36589935700862897	20	3	5	0.01759845821837672
0.2110467144739373	0.23108921733158766	0.2317134605427336	0.25819845425447147	0.4235280801329939	50	1	3	0.01760434968793213
0.14235011237854275	0.16931792740500834	0.2755925454467795	0.1701665923677552	0.876277334228646	80	5	2	0.017605219072759144
0.26992307459824694	0.07452018340890787	0.2738769396812503	0.021960085117575415	0.7969974458500502	20	2	2	0.01760556827645155
0.1623466385736391	0.32610433260258126	0.07014613459082493	0.12841294830470784	0.9827072597728326	20	2	5	0.017608213045256192
0.3265777721535776	0.02505459548674938	0.2959746801460054	0.29314207101098727	0.4746673662426769	30	2	3	0.017612639502390594
0.14794254912257	0.24302941464768235	0.2895694657517668	0.0537094657388571	0.9563701026049917	130	1	2	0.01762155109274393
0.060824238006798925	0.2377468188007564	0.25275668644221344	0.1954760310731144	0.6845382241700435	130	1	3	0.01762723293872396
0.25737052673487476	0.22866216389849567	0.1511606856809677	0.21684117375253517	0.9840095615904186	20	5	3	0.017635317307009568
0.1044793277974247	0.22753888767462546	0.2930072867427961	0.14941000566916923	0.49615323700123426	30	3	2	0.017637416988018892
0.357015349167157	0.008511124523618439	0.237303268792176	0.24240852605265928	0.2645979684944839	20	3	1	0.01765643299771989
0.11118936313960012	0.09691336504743432	0.37545232251815264	0.2821459858567895	0.8100419411614617	130	2	5	0.017659190494161935
0.357515510526201	0.34143927041541255	0.024415773949200754	0.10810814429654195	0.32414642241152414	30	3	1	0.017672045358342346
0.21151560573225353	0.008440003357041067	0.07579731148051652	0.45319148629002903	0.622036003572922	80	3	2	0.017673184565326183
0.3172997323162907	0.33402726605234495	0.13749092882148237	0.05643681745336862	0.42684396911122413	20	2	5	0.01768627593773831
0.04645928130645297	0.3344298838106205	0.33037462009273616	0.016177743396080396	0.053643788707989914	20	2	3	0.017709289128752245
0.04035736600533031	0.023181982923874807	0.26162490765226226	0.41447116553245356	0.8903358330750398	30	3	2	0.017735580803469816
0.04430047987423149	0.23638132915417237	0.10619201988753244	0.2679468293436076	0.2299092874913129	80	1	1	0.017753085506452014
0.11334534677337577	0.0034873024354418517	0.25903992945520943	0.2964719761862652	0.2932234742393549	50	5	1	0.017760042327706574
0.20080761677917044	0.35979767070938673	0.17548151705960421	0.21311886723690562	0.8731509114802294	80	3	2	0.017786195298289925
0.24783883120246772	0.0897815043710049	0.21960403678585264	0.38244450030739263	0.5052653101965339	20	2	3	0.017829484295020466
0.09885492237590357	0.30463135075695125	0.05305101149980718	0.44832842384112465	0.46122114194450936	50	2	5	0.017832875153074527
0.00046311638563067216	0.3883778153735544	0.3053014498121682	0.02906547870998342	0.282707925124275	50	5	3	0.017836880222781
0.2728815312887399	0.3409705625959483	0.013925111733113699	0.0016381614463791298	0.31851836169593895	30	5	5	0.017848368464603335
0.04636468160808572	0.3701653737331724	0.364437998316219	0.025090013422702857	0.28559494450452094	30	2	1	0.017885551312831743
0.19363962738902374	0.13371342721388582	0.43127134901976377	0.15663996226516053	0.9800794408771639	130	1	2	0.01791547507075801
0.02325771428304705	0.1037444423999471	0.36160612554490007	0.07284324381490316	0.26671226260336733	20	5	2	0.01791852768909369
0.26719824357929456	0.1474072194783976	0.31531617104709636	0.0791518913601534	0.4353899173631367	50	1	5	0.017919493038248392
0.38308080853580573	0.16097767949996786	0.10307709844357162	0.24760493839256453	0.48351687161977186	20	2	2	0.017925575072830043
0.33480866156335115	0.3694913745339653	0.12833148742732386	0.025901905234554556	0.7576503331247518	20	5	5	0.01793778387722902
0.11768439879929529	0.03201087299341918	0.2783789355843033	0.2832030418695286	0.6801410004565083	130	3	3	0.017980819961584498
0.06851594606801344	0.41433439343158557	0.4125704320213555	0.01566980677007246	0.47853747640118505	130	2	5	0.018005140891773245
0.14728659973381708	0.025002762669811267	0.16641289166773635	0.4464432162887894	0.3095045650246814	130	1	3	0.018011514305211678
0.0617816301645408	0.2888196692194176	0.35799461669879296	0.030195529909248363	0.8983067354888982	50	1	2	0.01801889320689062
0.39155006708686924	0.26156495811080815	0.07537939391116157	0.16753134815573797	0.5838433386645693	50	1	3	0.018027490968400603
0.2999235880728174	0.1556278934387932	0.09012318359330283	0.11673502032678351	0.6942396359686016	130	1	1	0.018050536737068246
0.032990308756892385	0.2458009078993354	0.030399043979410307	0.4555850041117007	0.6606204098818376	50	1	5	0.018072783911216632
0.013292162478316666	0.26038613112012515	0.3033555807857803	0.14926570654293023	0.8163758051669786	50	2	2	0.01807528402119996
0.06007295784364533	0.2065018914034025	0.15644777269438137	0.2891669650796989	0.8520049721756541	20	1	2	0.01807935983750164
0.15494144959925854	0.21636768212216154	0.22247089749875873	0.18041720748781723	0.5578936701036216	130	3	2	0.018085100796689013
0.2691665413845666	0.17839074150287623	0.048913450437067046	0.2968462188157565	0.433216317549606	30	1	5	0.01808552156064369
0.270523454168393	0.16452496879161327	0.18133003990882376	0.3048917228595874	0.9037207138480932	30	5	1	0.01810075602061961
0.13087069533834222	0.24312271953962963	0.10091580624946289	0.15887470949229474	0.2725246325531928	50	3	3	0.018102622138477117
0.16157298659273542	0.3699553425820795	0.016717715074528367	0.19048295731610534	0.5819530350386192	50	3	1	0.018108686283432443
0.11630762415186441	0.05301246109106621	0.23716055421366997	0.18663790908913677	0.9799307528584248	130	5	5	0.01811540659208723
0.21059758144821292	0.29269504481453623	0.04572558626386259	0.27474814651577906	0.5445126544841423	50	5	3	0.018118740902179423
0.37182067096529414	0.2594284685856567	0.10911902079872983	0.19975530187773716	0.17145750341630595	130	1	5	0.018122579294182813
0.23905193379431566	0.09040185025339148	0.023448116107839923	0.2989852231460412	0.8539069934322934	80	5	3	0.01812636702649512
0.32553358882254996	0.10522734946955452	0.16439461055713697	0.04879186782766905	0.15464399620754732	130	2	5	0.018132293793274912
0.03739323696439463	0.1970286747432768	0.3017933482391962	0.3639134230604156	0.20475542425108473	20	5	3	0.018132747160140093
0.040781178488835106	0.11828168289229375	0.3672448662877637	0.19125239136041677	0.760092002710826	80	3	5	0.01813409965503274
0.24143427932204475	0.4230168832140003	0.04652150165636321	0.19057960572587115	0.8684631126234776	20	2	1	0.018168660336432545
0.4078174169787933	0.002094811374886294	0.0671359680703482	0.23244687957413568	0.5584235987718712	50	2	2	0.018182926746501404
0.2998911647520521	0.17300175102649873	0.17778552898406466	0.3024350477951269	0.15094126239123817	80	1	2	0.018185443351131907
0.01722945457379963	0.4466053520274522	0.3777737994740549	0.06032113272415173	0.6125210866665337	50	5	5	0.018215265658572698
0.2885501100038746	0.03401863025839119	0.32749077752325556	0.2587710734884065	0.4274837963306113	20	2	5	0.018215460590244006
0.040410712242069	0.054124473023597075	0.3563578198858827	0.40299043364978465	0.882941266582324	80	3	3	0.01822697316389388
0.11805707838096842	0.2310480608228188	0.21247650227222875	0.20277355222214477	0.31690704241590606	30	5	2	0.018236517992515557
0.3132659901421566	0.366422031941042	0.1822559830899768	0.10837810016858665	0.37917770463923517	130	2	3	0.018258385884677944
0.31703347044293634	0.1455546611686444	0.14346012305715314	0.3229071674596022	0.08261388125314073	30	2	3	0.018260421752084532
0.2614411999409958	0.19772391489241695	0.2426909165405147	0.16290086110665974	0.06394837887383398	130	2	5	0.01827454291916076
0.1835019972475336	0.20452336368530757	0.27231416609143755	0.23090208082273073	0.6591538529527655	80	1	3	0.01827605737666508
0.027630182822070193	0.08442607238081035	0.2600822395440363	0.2305016118432825	0.9444494949969334	30	3	5	0.018301949949207245
0.14147046620862638	0.1566654137619582	0.2255582728406471	0.24035388906835137	0.3646958019925076	20	5	3	0.018337736517666233
0.01396457388334481	0.396523947966032	0.3300074653180451	0.008168836704072356	0.23867663321247412	20	1	3	0.018346570054361962
0.2929480512970114	0.1757335248218715	0.284266350915534	0.1331046175928888	0.3472060216491304	30	1	3	0.018365252675859117
0.32603649880548063	0.06045302917665013	0.14668151514514904	0.11293192123967936	0.8357420207924797	130	1	3	0.018372647392689453
0.5101664418910246	0.1825852668193111	0.035568347418597546	0.07338745216009752	0.6071149893553381	80	3	3	0.018374454404883757
0.18621922856885523	0.2643476329499802	0.10183000522946616	0.4105991842780028	0.13317228547005233	50	1	5	0.01838495888526472
0.03607495291710662	0.2228891875325466	0.0596025130712248	0.40566346444547546	0.04967399448053067	20	3	2	0.018394255763124527
0.20686247447168363	0.24976622130956125	0.16285467381605417	0.14918350710480177	0.8299940319756935	30	2	1	0.018395121342786466
0.2930893912247271	0.23699844994929456	0.12430537343074612	0.07332859850274369	0.6260889663051598	130	1	5	0.01840789725456089
0.27327953154307166	0.14032566774076136	0.052462769734814944	0.22160340772443832	0.553326906046223	30	1	5	0.018414765466070265
0.20782792883791965	0.008754552073611544	0.3448593805073424	0.24355181513610638	0.5468385710192872	50	2	5	0.01843327663802649
0.032765786789441434	0.4586047018059269	0.41461023285494386	0.07208798851256755	0.9401248634087171	80	2	3	0.01844127234544881
0.15546469830494378	0.19237130512697673	0.31761408865789165	0.16002524230389636	0.587384828849897	30	5	2	0.018448382545046473
0.08667192037124406	0.23843074929222088	0.09784563838587623	0.3627263040863704	0.602019716565306	80	5	5	0.018458162532440654
0.03996692377579828	0.262852817115054	0.2439433721099626	0.35180667155754136	0.25577551343303917	20	5	3	0.018474039751062172
0.07137249430174321	0.23321314434791604	0.26465006674440156	0.13747025814904817	0.21309659217321808	20	3	1	0.0184741347417422
0.3265809923101205	0.038668021824502116	0.2552203578916186	0.16117628172174084	0.4090780359806797	80	2	1	0.01848632250108798
0.11698579169210588	0.25339451457952417	0.2753807909456991	0.04629507594823871	0.7427624011558593	130	2	5	0.01849217445806937
0.03134940493403307	0.039185719866704986	0.18161424789688538	0.18014273400818653	0.0853771592732876	30	3	1	0.01850379351491749
0.07290026336962914	0.3245953528683129	0.19613449700534918	0.16685236054109356	0.6071159746640816	50	5	1	0.018519417101793875
0.15680264326726887	0.16344972402270969	0.15550030550271396	0.35056491943780893	0.7116106668829104	130	5	2	0.018541367898431055
0.11545793836741512	0.2739993533870836	0.08824398590284763	0.2654158322114482	0.02959032121025451	30	2	2	0.018546865814968207
0.22777333487521884	0.0619286506690181	0.10246281432045151	0.49798886230823664	0.15529271728902605	20	2	5	0.01856166081877292
0.2797682858737855	0.07545261787637661	0.29937074334564373	0.0990392276097169	0.9921570086128471	20	5	2	0.018565336213931635
0.26783732436288793	0.06306626013192267	0.29233522796837996	0.09122260247037682	0.0949837149069247	30	1	5	0.01859632190827002
0.22469168088992608	0.10872580266124292	0.18470514943123015	0.28031027239993567	0.13063666114539407	50	1	1	0.018598810094435456
0.2402720635209106	0.16505556290335655	0.13896677995212234	0.25076826273880415	0.22020668096162965	20	3	2	0.018598810094435456
0.022662823894681924	0.20653981064738877	0.3529655469251329	0.12063094381392163	0.44794311224193595	20	5	1	0.0186287874952107
0.5078490452988336	0.12784805587667933	0.27634161625531284	0.07241565075192194	0.15420986204310283	130	3	3	0.01863810833187693
0.3319614988981725	0.19609041055429896	0.12883748760144628	0.2144984384851723	0.7054450528730797	30	3	2	0.018645566460586523
0.19089993498320426	0.2239607077973805	0.13847894074922582	0.22417330972654909	0.62776444435088	80	2	3	0.018652896096455915
0.11439973536642711	0.1692350410260209	0.3281464967975826	0.21301688338283345	0.7755822850155515	20	2	3	0.018678200102425793
0.2569102624185844	0.03090123857638046	0.23682142289487565	0.24400127567305294	0.48945697464795723	130	5	5	0.018712836019301623
0.18393448247530245	0.21937801198441548	0.12434121261139984	0.1617855380258614	0.3190567456588663	80	1	3	0.018713629581006374
0.015242278102141954	0.21170008867144346	0.16776774614144466	0.3530599314989546	0.23444460167331704	20	1	3	0.018717804596231246
0.1654226172765884	0.05500637129140148	0.46988167310856765	0.10324955453339027	0.33804729867828986	20	1	3	0.01873530279412947
0.4175718336821049	0.14752830225263497	0.17214376822312358	0.2566609583334202	0.65645252750654	30	5	1	0.018765097469811795
0.0698402713599713	0.3265316412166145	0.29946252824042213	0.0590749218958996	0.24665679484327752	20	2	1	0.01876512901997014
